timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1681927130169,384,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-42,,true,,697,391,28,95,null,384,19,0
1681927130521,34,Get User Page 1,200,"Number of samples in transaction : 1, number of failing samples : 0",Exception Paths Group 2-22,,true,,1710,375,8,95,null,34,17,0
1681927129830,393,Login,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-18,,false,,690,413,5,75,null,393,350,0
1681927130214,369,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-57,text,true,,735,431,29,96,https://reqres.in/api/users/2,369,0,0
1681927130214,369,Update User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-57,,true,,735,431,29,96,null,369,0,0
1681927130213,371,https://reqres.in/api/users,201,Created,CRUD Operations 3-43,text,true,,744,423,29,96,https://reqres.in/api/users,371,0,0
1681927130213,371,Create User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-43,,true,,744,423,29,96,null,371,1,0
1681927130216,379,https://reqres.in/api/users,201,Created,CRUD Operations 3-51,text,true,,744,423,29,96,https://reqres.in/api/users,379,0,0
1681927130216,379,Create User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-51,,true,,744,423,29,96,null,379,0,0
1681927130570,119,Get User By ID,200,OK,CRUD Operations 3-50,text,true,,1000,370,29,97,https://reqres.in/api/users/8,119,0,0
1681927130562,128,Get User By ID,200,OK,CRUD Operations 3-46,text,true,,1000,370,29,97,https://reqres.in/api/users/9,128,0,0
1681927130563,146,Get User By ID,200,OK,CRUD Operations 3-41,text,true,,1003,370,29,97,https://reqres.in/api/users/8,146,0,0
1681927130572,139,Get User By ID,304,Not Modified,CRUD Operations 3-53,,true,,644,423,29,97,https://reqres.in/api/users/12,0,0,0
1681927130573,147,Get Users Page 1,200,OK,Exception Paths Group 2-18,text,true,,1710,375,8,97,https://reqres.in/api/users?page=1,147,0,0
1681927130573,147,Get User Page 1,200,"Number of samples in transaction : 1, number of failing samples : 0",Exception Paths Group 2-18,,true,,1710,375,8,97,null,147,0,0
1681927130690,111,Get User By ID,304,Not Modified,CRUD Operations 3-50,,true,,642,423,29,96,https://reqres.in/api/users/11,0,0,0
1681927130690,112,Get User By ID,304,Not Modified,CRUD Operations 3-46,,true,,636,423,29,96,https://reqres.in/api/users/10,0,0,0
1681927130802,29,Get User By ID,304,Not Modified,CRUD Operations 3-50,,true,,642,422,29,96,https://reqres.in/api/users/9,0,0,0
1681927127955,2551,Get User By ID,200,"Number of samples in transaction : 6, number of failing samples : 0",CRUD Operations 3-50,,true,,5274,2326,29,96,null,2411,320,0
1681927130803,28,Get User By ID,304,Not Modified,CRUD Operations 3-46,,true,,644,423,29,96,https://reqres.in/api/users/10,0,0,0
1681927127862,2723,Get User By ID,200,"Number of samples in transaction : 6, number of failing samples : 0",CRUD Operations 3-46,,true,,5286,2328,29,96,null,2581,242,0
1681927130520,336,https://reqres.in/api/register,400,Bad Request,Exception Paths Group 2-24,text,false,,700,415,7,97,https://reqres.in/api/register,336,0,0
1681927130520,336,Register User,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-24,,false,,700,415,7,97,null,336,0,0
1681927130832,51,https://reqres.in/api/unknown,200,OK,CRUD Operations 3-50,text,true,,1421,370,30,97,https://reqres.in/api/unknown,51,0,0
1681927130831,51,List <Resources>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-50,,true,,1421,370,30,97,null,51,1,0
1681927130832,55,https://reqres.in/api/unknown,200,OK,CRUD Operations 3-46,text,true,,1419,370,30,97,https://reqres.in/api/unknown,55,0,0
1681927130832,55,List <Resources>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-46,,true,,1419,370,30,97,null,55,0,0
1681927130522,410,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-40,,true,,612,392,30,98,https://reqres.in/api/users/2,0,0,0
1681927130522,410,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-40,,true,,612,392,30,98,null,0,0,0
1681927130540,434,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-55,,true,,620,392,29,97,https://reqres.in/api/users/2,0,0,0
1681927130540,434,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-55,,true,,620,392,29,97,null,0,0,0
1681927130887,93,https://reqres.in/api/unknown/2,200,OK,CRUD Operations 3-46,text,true,,943,372,28,96,https://reqres.in/api/unknown/2,93,0,0
1681927130887,93,Get Single <Resource>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-46,,true,,943,372,28,96,null,93,1,0
1681927130883,98,https://reqres.in/api/unknown/2,200,OK,CRUD Operations 3-50,text,true,,953,372,28,96,https://reqres.in/api/unknown/2,98,0,0
1681927130883,98,Get Single <Resource>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-50,,true,,953,372,28,96,null,98,0,0
1681927130709,293,Get User By ID,200,OK,CRUD Operations 3-41,text,true,,998,371,28,97,https://reqres.in/api/users/12,293,0,0
1681927131003,27,Get User By ID,200,OK,CRUD Operations 3-41,text,true,,998,371,28,97,https://reqres.in/api/users/10,27,0,0
1681927130711,326,Get User By ID,200,OK,CRUD Operations 3-53,text,true,,1002,371,28,97,https://reqres.in/api/users/11,326,0,0
1681927131030,30,Get User By ID,304,Not Modified,CRUD Operations 3-41,,true,,635,422,28,97,https://reqres.in/api/users/8,0,0,0
1681927131037,34,Get User By ID,304,Not Modified,CRUD Operations 3-53,,true,,636,423,29,98,https://reqres.in/api/users/11,0,0,0
1681927129476,681,Get User By ID,200,"Number of samples in transaction : 6, number of failing samples : 0",CRUD Operations 3-53,,true,,5291,2328,29,98,null,508,914,0
1681927131060,29,Get User By ID,304,Not Modified,CRUD Operations 3-41,,true,,636,423,29,98,https://reqres.in/api/users/11,0,0,0
1681927130155,624,Get User By ID,200,"Number of samples in transaction : 6, number of failing samples : 0",CRUD Operations 3-41,,true,,5274,2328,29,98,null,565,310,0
1681927130583,518,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-57,text,true,,691,391,29,98,https://reqres.in/api/users/2,518,0,0
1681927130583,518,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-57,,true,,691,391,29,98,null,518,0,0
1681927130585,522,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-43,text,true,,731,431,29,98,https://reqres.in/api/users/2,522,0,0
1681927130585,522,Update User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-43,,true,,731,431,29,98,null,522,1,0
1681927130596,513,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-51,text,true,,731,431,29,98,https://reqres.in/api/users/2,513,0,0
1681927130595,513,Update User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-51,,true,,731,431,29,98,null,513,1,0
1681927131071,47,https://reqres.in/api/unknown,200,OK,CRUD Operations 3-53,text,true,,1423,370,29,98,https://reqres.in/api/unknown,47,0,0
1681927131071,47,List <Resources>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-53,,true,,1423,370,29,98,null,47,0,0
1681927131089,34,https://reqres.in/api/unknown,200,OK,CRUD Operations 3-41,text,true,,1421,370,29,98,https://reqres.in/api/unknown,34,0,0
1681927131089,34,List <Resources>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-41,,true,,1421,370,29,98,null,34,0,0
1681927130563,587,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-52,,true,,612,392,29,98,https://reqres.in/api/users/2,0,0,0
1681927130563,587,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-52,,true,,612,392,29,98,null,0,0,0
1681927130572,581,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-42,,true,,616,392,28,97,https://reqres.in/api/users/2,0,0,0
1681927130572,581,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-42,,true,,616,392,28,97,null,0,1,0
1681927130559,596,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-44,text,true,,699,391,27,96,https://reqres.in/api/users/2,596,0,0
1681927130558,596,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-44,,true,,699,391,27,96,null,596,1,0
1681927130573,584,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-45,text,true,,697,391,27,96,https://reqres.in/api/users/2,584,0,0
1681927130572,584,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-45,,true,,697,391,27,96,null,584,1,0
1681927130572,588,https://reqres.in/api/users,201,Created,CRUD Operations 3-58,text,true,,746,423,27,96,https://reqres.in/api/users,588,0,0
1681927130572,588,Create User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-58,,true,,746,423,27,96,null,588,1,0
1681927130562,599,https://reqres.in/api/register,400,Bad Request,Exception Paths Group 2-21,text,false,,688,415,8,96,https://reqres.in/api/register,599,0,0
1681927130562,599,Register User,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-21,,false,,688,415,8,96,null,599,0,0
1681927131119,46,https://reqres.in/api/unknown/2,200,OK,CRUD Operations 3-53,text,true,,945,372,27,96,https://reqres.in/api/unknown/2,46,0,0
1681927131118,46,Get Single <Resource>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-53,,true,,945,372,27,96,null,46,1,0
1681927130563,607,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-56,text,true,,701,391,27,96,https://reqres.in/api/users/2,607,0,0
1681927131123,50,https://reqres.in/api/unknown/2,200,OK,CRUD Operations 3-41,text,true,,955,372,27,96,https://reqres.in/api/unknown/2,50,0,0
1681927131123,50,Get Single <Resource>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-41,,true,,955,372,27,96,null,50,0,0
1681927130563,607,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-56,,true,,701,391,27,96,null,607,4,0
1681927130562,630,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-47,text,true,,699,391,27,96,https://reqres.in/api/users/2,630,0,0
1681927130562,630,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-47,,true,,699,391,27,96,null,630,4,0
1681927130856,379,https://reqres.in/api/login,400,Bad Request,Exception Paths Group 2-24,text,false,,702,413,8,96,https://reqres.in/api/login,379,0,0
1681927130856,379,Login,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-24,,false,,702,413,8,96,null,379,0,0
1681927130846,404,https://reqres.in/api/users/23,404,Not Found,Exception Paths Group 2-29,text,false,,703,371,8,96,https://reqres.in/api/users/23,404,0,329
1681927130613,404,Get User,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-29,,false,,703,371,8,96,null,404,234,329
1681927131236,49,Get Users Page 1,200,OK,Exception Paths Group 2-24,text,true,,1718,375,8,96,https://reqres.in/api/users?page=1,49,0,0
1681927131235,49,Get User Page 1,200,"Number of samples in transaction : 1, number of failing samples : 0",Exception Paths Group 2-24,,true,,1718,375,8,96,null,49,2,0
1681927131251,44,https://reqres.in/api/unknown/23,404,Not Found,Exception Paths Group 2-29,text,false,,702,373,7,95,https://reqres.in/api/unknown/23,44,0,0
1681927131251,44,Get Single Resource,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-29,,false,,702,373,7,95,null,44,1,0
1681927130981,337,https://reqres.in/api/users,201,Created,CRUD Operations 3-50,text,true,,742,423,27,95,https://reqres.in/api/users,337,0,0
1681927130981,337,Create User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-50,,true,,742,423,27,95,null,337,0,0
1681927130981,350,https://reqres.in/api/users,201,Created,CRUD Operations 3-46,text,true,,744,423,27,95,https://reqres.in/api/users,350,0,0
1681927130981,350,Create User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-46,,true,,744,423,27,95,null,350,0,0
1681927131109,317,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-51,text,true,,695,391,27,95,https://reqres.in/api/users/2,317,0,0
1681927131109,317,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-51,,true,,695,391,27,95,null,317,1,0
1681927131108,321,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-43,text,true,,701,391,27,95,https://reqres.in/api/users/2,321,0,0
1681927131108,321,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-43,,true,,701,391,27,95,null,321,0,0
1681927131102,335,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-57,,true,,622,392,27,95,https://reqres.in/api/users/2,0,0,0
1681927131101,335,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-57,,true,,622,392,27,95,null,0,2,0
1681927131161,321,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-58,text,true,,737,431,26,94,https://reqres.in/api/users/2,321,0,0
1681927131161,321,Update User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-58,,true,,737,431,26,94,null,321,0,0
1681927131175,328,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-56,,true,,610,392,26,94,https://reqres.in/api/users/2,0,0,0
1681927131174,328,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-56,,true,,610,392,26,94,null,0,1,0
1681927131158,347,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-45,,true,,612,392,26,94,https://reqres.in/api/users/2,0,0,0
1681927131157,347,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-45,,true,,612,392,26,94,null,0,1,0
1681927131166,343,https://reqres.in/api/users,201,Created,CRUD Operations 3-53,text,true,,746,423,24,92,https://reqres.in/api/users,343,0,0
1681927131165,343,Create User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-53,,true,,746,423,24,92,null,343,2,0
1681927131162,358,https://reqres.in/api/login,400,Bad Request,Exception Paths Group 2-21,text,false,,692,413,7,92,https://reqres.in/api/login,358,0,0
1681927131162,358,Login,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-21,,false,,692,413,7,92,null,358,0,0
1681927131156,378,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-44,,true,,614,392,24,92,https://reqres.in/api/users/2,0,0,0
1681927131155,378,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-44,,true,,614,392,24,92,null,0,1,0
1681927131174,382,https://reqres.in/api/users,201,Created,CRUD Operations 3-41,text,true,,752,423,23,91,https://reqres.in/api/users,382,0,0
1681927131173,382,Create User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-41,,true,,752,423,23,91,null,382,1,0
1681927131196,361,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-47,,true,,618,392,23,91,https://reqres.in/api/users/2,0,0,0
1681927131196,361,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-47,,true,,618,392,23,91,null,0,0,0
1681927131520,54,Get Users Page 1,200,OK,Exception Paths Group 2-21,text,true,,1718,375,7,90,https://reqres.in/api/users?page=1,54,0,0
1681927131520,54,Get User Page 1,200,"Number of samples in transaction : 1, number of failing samples : 0",Exception Paths Group 2-21,,true,,1718,375,7,90,null,54,0,0
1681927130455,1121,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-69,text,true,,1757,375,22,89,https://reqres.in/api/users?page=2,1121,0,1082
1681927130453,1121,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-69,,true,,1757,375,22,89,null,1121,2,1082
1681927131577,46,Get User By ID,200,OK,CRUD Operations 3-69,text,true,,1000,371,22,89,https://reqres.in/api/users/12,46,0,0
1681927131331,332,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-46,text,true,,739,431,22,89,https://reqres.in/api/users/2,332,0,0
1681927131331,332,Update User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-46,,true,,739,431,22,89,null,332,0,0
1681927131296,374,https://reqres.in/api/register,400,Bad Request,Exception Paths Group 2-29,text,false,,692,415,6,89,https://reqres.in/api/register,374,0,0
1681927131296,374,Register User,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-29,,false,,692,415,6,89,null,374,1,0
1681927131318,354,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-50,text,true,,737,431,22,89,https://reqres.in/api/users/2,354,0,0
1681927131318,354,Update User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-50,,true,,737,431,22,89,null,354,0,0
1681927130387,1304,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-66,text,true,,1753,375,22,89,https://reqres.in/api/users?page=2,1304,0,1194
1681927130386,1304,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-66,,true,,1753,375,22,89,null,1304,1,1194
1681927131623,75,Get User By ID,200,OK,CRUD Operations 3-69,text,true,,1000,370,22,89,https://reqres.in/api/users/9,75,0,0
1681927130392,1306,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-67,text,true,,1747,375,22,89,https://reqres.in/api/users?page=2,1306,0,1227
1681927130387,1306,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-67,,true,,1747,375,22,89,null,1306,6,1227
1681927130408,1292,https://reqres.in/api/users/23,404,Not Found,Exception Paths Group 2-28,text,false,,695,371,6,89,https://reqres.in/api/users/23,1292,0,1222
1681927130408,1292,Get User,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-28,,false,,695,371,6,89,null,1292,2,1222
1681927131691,52,Get User By ID,200,OK,CRUD Operations 3-66,text,true,,1004,371,22,89,https://reqres.in/api/users/10,52,0,0
1681927131702,41,https://reqres.in/api/unknown/23,404,Not Found,Exception Paths Group 2-28,text,false,,695,373,6,89,https://reqres.in/api/unknown/23,41,0,0
1681927131702,41,Get Single Resource,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-28,,false,,695,373,6,89,null,41,0,0
1681927131699,45,Get User By ID,304,Not Modified,CRUD Operations 3-69,,true,,640,423,22,89,https://reqres.in/api/users/12,0,0,0
1681927131699,49,Get User By ID,200,OK,CRUD Operations 3-67,text,true,,1002,371,22,89,https://reqres.in/api/users/11,49,0,0
1681927130360,1395,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-63,text,true,,1747,375,22,89,https://reqres.in/api/users?page=2,1395,0,1349
1681927130359,1395,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-63,,true,,1747,375,22,89,null,1395,1,1349
1681927130357,1401,https://reqres.in/api/users/23,404,Not Found,Exception Paths Group 2-26,text,false,,697,371,6,89,https://reqres.in/api/users/23,1401,0,1354
1681927130356,1401,Get User,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-26,,false,,697,371,6,89,null,1401,2,1354
1681927130367,1393,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-64,text,true,,1743,375,22,89,https://reqres.in/api/users?page=2,1393,0,1342
1681927130365,1393,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-64,,true,,1743,375,22,89,null,1393,2,1342
1681927131427,337,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-51,,true,,612,392,22,89,https://reqres.in/api/users/2,0,0,0
1681927131427,337,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-51,,true,,612,392,22,89,null,0,0,0
1681927130364,1422,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-65,text,true,,1747,375,21,88,https://reqres.in/api/users?page=2,1422,0,1377
1681927130363,1422,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-65,,true,,1747,375,21,88,null,1422,1,1377
1681927131743,45,Get User By ID,200,OK,CRUD Operations 3-66,text,true,,1002,370,21,88,https://reqres.in/api/users/7,45,0,0
1681927131745,53,Get User By ID,200,OK,CRUD Operations 3-69,text,true,,998,371,21,88,https://reqres.in/api/users/10,53,0,0
1681927131749,53,Get User By ID,200,OK,CRUD Operations 3-67,text,true,,1000,371,21,88,https://reqres.in/api/users/10,53,0,0
1681927131429,375,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-43,,true,,616,392,21,88,https://reqres.in/api/users/2,0,0,0
1681927131429,375,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-43,,true,,616,392,21,88,null,0,0,0
1681927131755,50,Get User By ID,200,OK,CRUD Operations 3-63,text,true,,1006,371,21,88,https://reqres.in/api/users/12,50,0,0
1681927131759,53,https://reqres.in/api/unknown/23,404,Not Found,Exception Paths Group 2-26,text,false,,705,373,6,87,https://reqres.in/api/unknown/23,53,0,0
1681927131759,53,Get Single Resource,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-26,,false,,705,373,6,87,null,53,0,0
1681927131760,55,Get User By ID,200,OK,CRUD Operations 3-64,text,true,,1008,370,20,87,https://reqres.in/api/users/7,55,0,0
1681927131787,66,Get User By ID,200,OK,CRUD Operations 3-65,text,true,,1002,370,20,87,https://reqres.in/api/users/7,66,0,0
1681927131482,374,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-58,text,true,,697,391,20,87,https://reqres.in/api/users/2,374,0,0
1681927131482,374,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-58,,true,,697,391,20,87,null,374,0,0
1681927131789,73,Get User By ID,304,Not Modified,CRUD Operations 3-66,,true,,632,422,20,87,https://reqres.in/api/users/7,0,0,0
1681927131799,64,Get User By ID,304,Not Modified,CRUD Operations 3-69,,true,,634,422,20,87,https://reqres.in/api/users/9,0,0,0
1681927131803,63,Get User By ID,200,OK,CRUD Operations 3-67,text,true,,998,370,20,87,https://reqres.in/api/users/9,63,0,0
1681927131510,358,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-53,text,true,,741,431,20,87,https://reqres.in/api/users/2,357,0,0
1681927131510,358,Update User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-53,,true,,741,431,20,87,null,357,0,0
1681927131815,63,Get User By ID,200,OK,CRUD Operations 3-64,text,true,,1008,370,20,87,https://reqres.in/api/users/8,63,0,0
1681927131805,77,Get User By ID,200,OK,CRUD Operations 3-63,text,true,,1006,370,20,87,https://reqres.in/api/users/8,77,0,0
1681927131556,341,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-41,text,true,,737,431,20,87,https://reqres.in/api/users/2,341,0,0
1681927131556,341,Update User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-41,,true,,737,431,20,87,null,341,0,0
1681927131853,84,Get User By ID,304,Not Modified,CRUD Operations 3-65,,true,,634,422,20,87,https://reqres.in/api/users/7,0,0,0
1681927131862,161,Get User By ID,200,OK,CRUD Operations 3-66,text,true,,1004,371,20,87,https://reqres.in/api/users/12,161,0,0
1681927131863,160,Get User By ID,200,OK,CRUD Operations 3-69,text,true,,1004,370,20,87,https://reqres.in/api/users/7,160,0,0
1681927131576,443,Get User By ID,200,"Number of samples in transaction : 6, number of failing samples : 0",CRUD Operations 3-69,,true,,5276,2327,20,87,null,334,4,0
1681927131673,358,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-50,text,true,,691,391,20,87,https://reqres.in/api/users/2,358,0,0
1681927131673,358,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-50,,true,,691,391,20,87,null,358,1,0
1681927131663,369,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-46,text,true,,699,391,20,87,https://reqres.in/api/users/2,369,0,0
1681927131663,369,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-46,,true,,699,391,20,87,null,369,0,0
1681927131878,155,Get User By ID,200,OK,CRUD Operations 3-64,text,true,,1008,371,20,87,https://reqres.in/api/users/11,155,0,0
1681927131882,153,Get User By ID,200,OK,CRUD Operations 3-63,text,true,,996,370,20,87,https://reqres.in/api/users/9,153,0,0
1681927131867,235,Get User By ID,200,OK,CRUD Operations 3-67,text,true,,1000,370,20,87,https://reqres.in/api/users/8,235,0,0
1681927131937,189,Get User By ID,200,OK,CRUD Operations 3-65,text,true,,1004,371,21,89,https://reqres.in/api/users/10,189,0,0
1681927131671,491,https://reqres.in/api/login,400,Bad Request,Exception Paths Group 2-29,text,false,,692,413,6,89,https://reqres.in/api/login,491,0,0
1681927131671,491,Login,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-29,,false,,692,413,6,89,null,491,1,0
1681927130445,1728,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-68,text,true,,1751,375,21,89,https://reqres.in/api/users?page=2,1728,0,424
1681927130444,1728,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-68,,true,,1751,375,21,89,null,1728,1,424
1681927130838,1340,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-71,text,true,,1749,375,21,89,https://reqres.in/api/users?page=2,1340,0,259
1681927130559,1340,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-71,,true,,1749,375,21,89,null,1340,280,259
1681927131744,436,https://reqres.in/api/register,400,Bad Request,Exception Paths Group 2-28,text,false,,694,415,6,89,https://reqres.in/api/register,436,0,0
1681927131744,436,Register User,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-28,,false,,694,415,6,89,null,436,0,0
1681927130843,1338,https://reqres.in/api/users?page=2,200,OK,CRUD Operations 3-72,text,true,,1743,375,21,89,https://reqres.in/api/users?page=2,1338,0,264
1681927130842,1338,List Users,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-72,,true,,1743,375,21,89,null,1338,1,264
1681927131813,373,https://reqres.in/api/register,400,Bad Request,Exception Paths Group 2-26,text,false,,694,415,6,89,https://reqres.in/api/register,373,0,0
1681927131813,373,Register User,,"Number of samples in transaction : 1, number of failing samples : 1",Exception Paths Group 2-26,,false,,694,415,6,89,null,373,0,0
1681927131856,376,https://reqres.in/api/users/2,204,No Content,CRUD Operations 3-58,,true,,618,392,21,89,https://reqres.in/api/users/2,0,0,0
1681927131856,376,Delete User,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-58,,true,,618,392,21,89,null,0,0,0
1681927131868,408,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-53,text,true,,691,391,20,88,https://reqres.in/api/users/2,408,0,0
1681927131868,408,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-53,,true,,691,391,20,88,null,408,1,0
1681927131897,390,https://reqres.in/api/users/2,200,OK,CRUD Operations 3-41,text,true,,699,391,20,88,https://reqres.in/api/users/2,390,0,0
1681927131897,390,Update User Patch,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-41,,true,,699,391,20,88,null,390,0,0
1681927132023,311,https://reqres.in/api/unknown,200,OK,CRUD Operations 3-69,text,true,,1419,370,20,88,https://reqres.in/api/unknown,311,0,0
1681927132023,311,List <Resources>,200,"Number of samples in transaction : 1, number of failing samples : 0",CRUD Operations 3-69,,true,,1419,370,20,88,null,311,0,0
1681927132024,312,Get User By ID,304,Not Modified,CRUD Operations 3-66,,true,,632,423,20,88,https://reqres.in/api/users/12,0,0,0
